codigo_ibge,anomes_s,cadun_qtd_pessoas_cadastradas_i
171050,202310,5586
171070,202310,4025
171090,202310,2860
171110,202310,1695
171150,202310,2587
171180,202310,2048
171190,202310,7046
171195,202310,2811
171200,202310,1906
171215,202310,1205
171240,202310,2650
171245,202310,2409
171250,202310,2857
171270,202310,1832
171280,202310,2793
171320,202310,12213
171330,202310,9010
171360,202310,4694
171370,202310,1946
171380,202310,4076
171395,202310,2814
171420,202310,5864
171430,202310,3428
171488,202310,7547
171500,202310,2446
171510,202310,2860
171515,202310,1298
171525,202310,2072
171550,202310,1052
171570,202310,3474
171575,202310,4454
171610,202310,19031
171620,202310,8123
171630,202310,3186
171650,202310,7394
171660,202310,6360
171665,202310,3905
171670,202310,5387
171700,202310,3530
171720,202310,2042
171750,202310,4541
171780,202310,3457
171790,202310,4774
171800,202310,2072
171820,202310,37247
171830,202310,5368
171840,202310,2014
171845,202310,1944
171850,202310,3241
171855,202310,3302
171865,202310,1516
171870,202310,2429
171875,202310,4279
171880,202310,4227
171884,202310,3170
171886,202310,4352
171888,202310,1757
171889,202310,1449
171890,202310,4103
171900,202310,2117
172000,202310,1866
172010,202310,4350
172015,202310,1382
172020,202310,8850
172025,202310,2117
172030,202310,3964
172049,202310,3328
172065,202310,4094
172080,202310,7320
172085,202310,1262
172090,202310,10659
172093,202310,1471
172097,202310,1819
172100,202310,149691
172110,202310,6513
172120,202310,16387
172125,202310,1203
172130,202310,1542
172208,202310,6597
172210,202310,7179
210005,202310,62459
210010,202310,6699
210015,202310,10159
210020,202310,18631
210030,202310,16444
210040,202310,5109
210043,202310,17542
210047,202310,21998
210050,202310,8127
210055,202310,6586
210060,202310,28890
210070,202310,18730
210080,202310,14583
210083,202310,16488
210087,202310,8105
210090,202310,29903
210095,202310,22849
210100,202310,20972
210110,202310,9227
210120,202310,75725
210125,202310,13069
210130,202310,11395
210135,202310,4715
210140,202310,61769
210150,202310,12020
210160,202310,60500
210170,202310,54528
210173,202310,8378
210177,202310,9564
210180,202310,4091
210190,202310,15103
210193,202310,4044
210197,202310,6536
210200,202310,26520
210203,202310,21997
210207,202310,10172
210210,202310,24652
210215,202310,8150
210220,202310,23663
210230,202310,17264
210232,202310,39559
210235,202310,10686
210237,202310,10859
210240,202310,8150
210250,202310,17561
210255,202310,8612
210260,202310,16657
210270,202310,13760
210275,202310,9060
210280,202310,17203
210290,202310,21682
210300,202310,97101
210310,202310,8003
210312,202310,7176
210315,202310,9645
210317,202310,14304
210320,202310,69707
210325,202310,10794
210330,202310,77563
210340,202310,33477
210350,202310,28111
210355,202310,13296
210360,202310,42474
210370,202310,27336
210375,202310,9778
210380,202310,15361
210390,202310,9764
210400,202310,13774
210405,202310,20739
210407,202310,6941
210408,202310,10524
210409,202310,13809
210410,202310,11325
210420,202310,13208
210430,202310,7077
210440,202310,12219
210450,202310,7083
210455,202310,13652
210460,202310,10339
210462,202310,5425
210465,202310,8081
210467,202310,19032
210470,202310,5338
210480,202310,54393
210490,202310,8724
210500,202310,25047
210510,202310,20819
210515,202310,11580
210520,202310,8125
210530,202310,154898
210535,202310,12342
210540,202310,46986
210542,202310,16580
210545,202310,7044
210547,202310,14058
210550,202310,19264
210560,202310,12362
210565,202310,4602
210570,202310,32245
210580,202310,7907
210590,202310,12934
210592,202310,8218
210594,202310,7548
210596,202310,10423
210598,202310,5827
210600,202310,8987
210610,202310,8624
210620,202310,7778
210630,202310,10579
210632,202310,16659
210635,202310,6013
210637,202310,8995
210640,202310,16688
210650,202310,20600
210660,202310,24450
210663,202310,8215
210667,202310,6373
210670,202310,17372
210675,202310,14413
210680,202310,11828
210690,202310,25404
210700,202310,7881
210710,202310,16435
210720,202310,10118
210725,202310,4386
210730,202310,3595
210735,202310,13252
210740,202310,14167
210745,202310,11979
210750,202310,77223
210760,202310,15882
210770,202310,16177
210780,202310,23996
210790,202310,14195
210800,202310,13807
210805,202310,15448
210810,202310,15472
210820,202310,21947
210825,202310,23852
210830,202310,24838
210840,202310,10510
210845,202310,17441
210850,202310,21948
210860,202310,56808
210870,202310,19184
210880,202310,13078
210890,202310,13160
210900,202310,15256
210905,202310,5625
210910,202310,24857
210920,202310,10255
210923,202310,5214
210927,202310,16346
210930,202310,8995
210940,202310,10825
210945,202310,23188
210950,202310,15871
210955,202310,4846
210960,202310,29465
210970,202310,4825
210975,202310,5524
210980,202310,24621
210990,202310,53033
211000,202310,44165
211003,202310,17475
211010,202310,23740
211020,202310,26263
211023,202310,7044
211027,202310,11610
211030,202310,11346
211040,202310,16559
211050,202310,24635
211060,202310,22452
211065,202310,6808
211070,202310,27224
211080,202310,3769
211085,202310,6640
211090,202310,9084
211100,202310,18526
211102,202310,11043
211105,202310,7664
211107,202310,15487
211110,202310,17795
211120,202310,137108
211125,202310,5835
211130,202310,486057
211140,202310,14749
211150,202310,27282
211153,202310,8825
211157,202310,4177
211160,202310,14214
211163,202310,4952
211167,202310,5199
211170,202310,17155
211172,202310,7586
211174,202310,8797
211176,202310,12558
211178,202310,12329
211180,202310,14207
211190,202310,9427
211195,202310,4380
211200,202310,6798
211210,202310,20056
211220,202310,114157
211223,202310,15408
211227,202310,5546
211230,202310,25240
211240,202310,28456
211245,202310,18746
211250,202310,47059
211260,202310,26963
211270,202310,33070
211280,202310,40891
211285,202310,6837
211290,202310,22730
211300,202310,22444
211400,202310,33896
220005,202310,5333
220010,202310,4397
220020,202310,11859
220025,202310,5308
220027,202310,3541
220030,202310,9871
220040,202310,27062
220045,202310,4844
220050,202310,14326
220060,202310,5872
220070,202310,6479
220080,202310,2257
220090,202310,4264
220095,202310,2234
220100,202310,3946
220105,202310,6428
220110,202310,9901
220115,202310,8884
220117,202310,3410
220120,202310,39555
220130,202310,3057
220140,202310,5128
220150,202310,19659
220155,202310,3695
220157,202310,2775
220160,202310,8257
220170,202310,4368
220173,202310,6323
220177,202310,6149
220180,202310,2851
220190,202310,20375
220191,202310,5219
220192,202310,5674
220194,202310,5329
220196,202310,5802
220198,202310,3400
220200,202310,15764
220202,202310,6203
220205,202310,7546
220207,202310,2505
220208,202310,5948
220209,202310,4952
220210,202310,4594
220211,202310,4146
220213,202310,4963
220217,202310,6875
220220,202310,33289
220225,202310,2651
220230,202310,15055
220240,202310,9705
220245,202310,4310
220250,202310,8732
220253,202310,4860
220255,202310,5013
220260,202310,15059
220265,202310,4853
220270,202310,21181
220271,202310,3955
220272,202310,5374
220273,202310,3938
220275,202310,5945
220277,202310,5849
220280,202310,4372
220285,202310,4036
220290,202310,20650
220300,202310,5877
220310,202310,9003
220320,202310,9365
220323,202310,5072
220325,202310,4007
220327,202310,4903
220330,202310,13181
220335,202310,5483
220340,202310,5212
220342,202310,3624
220345,202310,7238
220350,202310,9004
220360,202310,3570
220370,202310,27435
220375,202310,4809
220380,202310,3757
220385,202310,2203
220390,202310,34147
220400,202310,3900
220410,202310,3481
220415,202310,2328
220420,202310,5762
220430,202310,7595
220435,202310,5342
220440,202310,9001
220450,202310,7362
220455,202310,4185
220460,202310,2795
220465,202310,7901
220470,202310,11158
220480,202310,7502
220490,202310,6390
220500,202310,8684
220510,202310,7564
220515,202310,4512
220520,202310,13938
220525,202310,3550
220527,202310,4283
220530,202310,4019
220535,202310,2339
220540,202310,10661
220545,202310,4687
220550,202310,29832
220551,202310,4151
220552,202310,4941
220553,202310,5074
220554,202310,2524
220555,202310,8744
220556,202310,3889
220557,202310,5977
220558,202310,4075
220559,202310,4757
220560,202310,4501
220570,202310,25418
220580,202310,19371
220585,202310,6866
220590,202310,4253
220595,202310,8024
220600,202310,3791
220605,202310,4562
220610,202310,8473
220620,202310,26050
220630,202310,1095
220635,202310,5597
220640,202310,7119
220650,202310,6654
220660,202310,8490
220665,202310,4212
220667,202310,4977
220669,202310,5225
220670,202310,5981
220672,202310,9071
220675,202310,3846
220680,202310,7826
220690,202310,4375
220695,202310,2730
220700,202310,29624
220710,202310,2555
220720,202310,5385
220730,202310,3907
220735,202310,2447
220740,202310,3758
220750,202310,10972
220755,202310,3681
220760,202310,9019
220770,202310,88224
220775,202310,3680
220777,202310,4109
220779,202310,3550
220780,202310,15747
220785,202310,3501
220790,202310,30682
220793,202310,2653
220795,202310,3778
220800,202310,50221
220810,202310,9058
220820,202310,15408
220830,202310,20949
220840,202310,41354
220850,202310,9625
220855,202310,1958
220860,202310,2900
220865,202310,6656
220870,202310,8822
220880,202310,14613
220885,202310,4355
220887,202310,3618
220890,202310,4454
220900,202310,5210
220910,202310,4681
220915,202310,2683
220920,202310,5005
220930,202310,5077
220935,202310,3313
220937,202310,4067
220940,202310,4751
220945,202310,1818
220950,202310,3337
220955,202310,4344
220960,202310,2094
220965,202310,5092
220970,202310,5005
220975,202310,2138
220980,202310,3641
220985,202310,3770
220987,202310,4581
220990,202310,4876
220995,202310,3826
220997,202310,7401
221000,202310,13620
221005,202310,4384
221010,202310,2943
221020,202310,4993
221030,202310,4155
221035,202310,4139
221037,202310,2011
221038,202310,1531
221039,202310,2400
221040,202310,13659
221050,202310,11050
221060,202310,28457
221062,202310,4103
221063,202310,3534
221065,202310,7563
221070,202310,11058
221080,202310,9443
221090,202310,3593
221093,202310,4635
221095,202310,2469
221097,202310,2254
221100,202310,417195
221110,202310,33314
221120,202310,15543
221130,202310,15602
221135,202310,5114
221140,202310,3535
221150,202310,3003
221160,202310,1968
221170,202310,3022
230010,202310,8433
230015,202310,11747
230020,202310,47842
230030,202310,34342
230040,202310,12120
230050,202310,8712
230060,202310,7011
230070,202310,12035
230075,202310,32367
230080,202310,6827
230090,202310,11621
230100,202310,60079
230110,202310,46016
230120,202310,22993
230125,202310,8885
230130,202310,18579
230140,202310,11224
230150,202310,5020
230160,202310,17922
230170,202310,19239
230180,202310,4762
230185,202310,13352
230190,202310,50037
230195,202310,18104
230200,202310,14798
230205,202310,13251
230210,202310,26889
230220,202310,41262
230230,202310,21839
230240,202310,37781
230250,202310,28268
230260,202310,46932
230270,202310,20896
230280,202310,55878
230290,202310,13678
230300,202310,13900
230310,202310,14819
230320,202310,23811
230330,202310,13945
230340,202310,12908
230350,202310,54291
230360,202310,8513
230365,202310,7827
230370,202310,222018
230380,202310,18308
230390,202310,10358
230393,202310,10268
230395,202310,16956
230400,202310,16671
230410,202310,43476
230420,202310,91485
230423,202310,14435
230425,202310,20313
230426,202310,7559
230427,202310,5463
230428,202310,30593
230430,202310,15247
230435,202310,17695
230440,202310,1274495
230445,202310,12266
230450,202310,11371
230460,202310,6284
230465,202310,12315
230470,202310,40330
230480,202310,4617
230490,202310,8343
230495,202310,18263
230500,202310,32604
230510,202310,5197
230520,202310,13897
230523,202310,55740
230526,202310,11438
230530,202310,18858
230533,202310,11371
230535,202310,15158
230540,202310,45459
230550,202310,63976
230560,202310,19283
230565,202310,8975
230570,202310,9283
230580,202310,32525
230590,202310,28699
230600,202310,10334
230610,202310,20274
230620,202310,6163
230625,202310,31359
230630,202310,35502
230640,202310,89664
230650,202310,14941
230655,202310,33708
230660,202310,18789
230670,202310,15176
230680,202310,8319
230690,202310,22510
230700,202310,28212
230710,202310,22930
230720,202310,6100
230725,202310,15202
230730,202310,177079
230740,202310,18091
230750,202310,24125
230760,202310,33741
230763,202310,13795
230765,202310,138477
230770,202310,71137
230780,202310,24582
230790,202310,9448
230800,202310,29728
230810,202310,35362
230820,202310,12619
230830,202310,21603
230835,202310,10447
230837,202310,11151
230840,202310,30624
230850,202310,29810
230860,202310,14753
230870,202310,44709
230880,202310,6388
230890,202310,15692
230900,202310,10201
230910,202310,9277
230920,202310,14212
230930,202310,20896
230940,202310,22287
230945,202310,19793
230950,202310,16755
230960,202310,40706
230970,202310,46337
230980,202310,9279
230990,202310,5039
231000,202310,8137
231010,202310,8999
231020,202310,28471
231025,202310,24243
231030,202310,23736
231040,202310,8722
231050,202310,32401
231060,202310,8645
231070,202310,24953
231080,202310,11378
231085,202310,19208
231090,202310,12209
231095,202310,7273
231100,202310,9233
231110,202310,11845
231120,202310,7253
231123,202310,5575
231126,202310,16188
231130,202310,62952
231135,202310,12574
231140,202310,51623
231150,202310,17224
231160,202310,22067
231170,202310,14338
231180,202310,47461
231190,202310,12376
231195,202310,16303
231200,202310,25165
231210,202310,15043
231220,202310,35057
231230,202310,34256
231240,202310,38701
231250,202310,5343
231260,202310,9656
231270,202310,17431
231280,202310,6131
231290,202310,119573
231300,202310,12381
231310,202310,22254
231320,202310,20280
231325,202310,6729
231330,202310,34835
231335,202310,15651
231340,202310,61875
231350,202310,47237
231355,202310,14194
231360,202310,26085
231370,202310,6052
231375,202310,13464
231380,202310,16723
231390,202310,10679
231395,202310,13446
231400,202310,29622
231410,202310,50287
240010,202310,7051
240020,202310,40976
240030,202310,8969
240040,202310,2433
240050,202310,9948
240060,202310,4171
240070,202310,8182
240080,202310,8510
240090,202310,5791
240100,202310,27900
240110,202310,15332
240120,202310,10394
240130,202310,8419
240140,202310,5984
240145,202310,21514
240150,202310,3088
240160,202310,4546
240165,202310,2842
240170,202310,7972
240180,202310,9664
240185,202310,4731
240190,202310,3265
240200,202310,34420
240210,202310,8512
240220,202310,23498
240230,202310,15576
240240,202310,5754
240250,202310,8193
240260,202310,51618
240270,202310,7792
240280,202310,4404
240290,202310,3471
240300,202310,6068
240310,202310,25080
240320,202310,5660
240325,202310,109978
240330,202310,5299
240340,202310,4865
240350,202310,6370
240360,202310,38849
240370,202310,5692
240375,202310,2464
240380,202310,6940
240390,202310,2576
240400,202310,3809
240410,202310,1901
240420,202310,18503
240430,202310,9487
240440,202310,6844
240450,202310,12968
240460,202310,9765
240470,202310,11198
240480,202310,1679
240485,202310,6349
240490,202310,4373
240500,202310,6237
240510,202310,4874
240520,202310,3967
240530,202310,6828
240540,202310,5870
240550,202310,2342
240560,202310,10061
240570,202310,8084
240580,202310,26409
240590,202310,2181
240600,202310,5033
240610,202310,12483
240615,202310,3497
240620,202310,5694
240630,202310,6299
240640,202310,2564
240650,202310,12877
240660,202310,9618
240670,202310,7616
240680,202310,4449
240690,202310,3122
240700,202310,7427
240710,202310,52104
240720,202310,14468
240725,202310,3375
240730,202310,6638
240740,202310,5647
240750,202310,7722
240760,202310,4127
240770,202310,9436
240780,202310,15732
240790,202310,2650
240800,202310,149276
240810,202310,298241
240820,202310,21199
240830,202310,25982
240840,202310,2933
240850,202310,4129
240860,202310,3957
240870,202310,2848
240880,202310,4414
240890,202310,14765
240895,202310,9647
240910,202310,10100
240920,202310,2836
240930,202310,8859
240933,202310,4359
240940,202310,18819
240950,202310,3552
240960,202310,2077
240970,202310,5081
240980,202310,10979
240990,202310,8245
241000,202310,2758
241010,202310,9981
241020,202310,6032
241025,202310,5042
241030,202310,8444
241040,202310,7440
241050,202310,4258
241060,202310,2387
241070,202310,2023
241080,202310,3287
241090,202310,6184
241100,202310,3447
241105,202310,3774
241110,202310,2739
241120,202310,23570
241140,202310,9461
241142,202310,2186
241150,202310,16646
241160,202310,3398
241170,202310,3552
241180,202310,2787
241190,202310,3207
241200,202310,69849
241210,202310,4513
241220,202310,30961
241230,202310,8168
241240,202310,3754
241250,202310,18175
241255,202310,8826
241260,202310,13472
241270,202310,4973
241280,202310,6248
241290,202310,8322
241300,202310,4466
241310,202310,5702
241320,202310,3361
241330,202310,4616
241335,202310,11268
241340,202310,4864
241350,202310,6117
241355,202310,3944
241360,202310,5699
241370,202310,3864
241380,202310,2036
241390,202310,8628
241400,202310,10637
241410,202310,8127
241415,202310,5412
241420,202310,10209
241430,202310,1914
241440,202310,27267
241445,202310,3370
241450,202310,7622
241460,202310,11490
241470,202310,4037
241475,202310,3425
241480,202310,10353
241490,202310,1832
241500,202310,2408
250010,202310,8249
250020,202310,4476
250030,202310,20515
250040,202310,14504
250050,202310,10495
250053,202310,3945
250057,202310,2452
250060,202310,16819
250070,202310,11816
250073,202310,2235
250077,202310,6837
250080,202310,14242
250090,202310,8825
250100,202310,11265
250110,202310,14862
250115,202310,1907
250120,202310,5736
250130,202310,15633
250135,202310,3967
250140,202310,7363
250150,202310,15759
250153,202310,3967
250157,202310,6196
250160,202310,9806
250170,202310,5213
250180,202310,61157
250190,202310,12016
250200,202310,5900
250205,202310,2785
250210,202310,4475
250215,202310,4674
250220,202310,2014
250230,202310,3923
250240,202310,8229
250250,202310,13923
250260,202310,4781
250270,202310,3782
250280,202310,10465
250290,202310,4718
250300,202310,15855
250310,202310,3854
250320,202310,34493
250330,202310,7249
250340,202310,3193
250350,202310,11893
250355,202310,6446
250360,202310,4947
250370,202310,41747
250375,202310,3288
250380,202310,4591
250390,202310,5174
250400,202310,211568
250403,202310,6040
250407,202310,3749
250410,202310,1988
250415,202310,5703
250420,202310,3578
250430,202310,18569
250435,202310,4989
250440,202310,12855
250450,202310,4934
250460,202310,23681
250470,202310,4606
250480,202310,11366
250485,202310,1758
250490,202310,13571
250500,202310,6027
250510,202310,14696
250520,202310,5391
250523,202310,5644
250527,202310,4515
250530,202310,1868
250535,202310,4247
250540,202310,7352
250550,202310,2744
250560,202310,5040
250570,202310,8664
250580,202310,2910
250590,202310,2637
250600,202310,22405
250610,202310,8799
250620,202310,2389
250625,202310,7209
250630,202310,34185
250640,202310,10512
250650,202310,2700
250660,202310,4155
250670,202310,7616
250680,202310,14467
250690,202310,17191
250700,202310,14225
250710,202310,13857
250720,202310,8346
250730,202310,12282
250740,202310,5434
250750,202310,351470
250760,202310,6883
250770,202310,13278
250780,202310,5199
250790,202310,7915
250800,202310,6873
250810,202310,3833
250820,202310,5893
250830,202310,19425
250840,202310,2517
250850,202310,5570
250855,202310,3406
250860,202310,11161
250870,202310,2947
250880,202310,4411
250890,202310,30336
250900,202310,9106
250905,202310,7603
250910,202310,17287
250915,202310,5306
250920,202310,10210
250930,202310,6887
250933,202310,3955
250937,202310,2257
250939,202310,5565
250940,202310,11103
250950,202310,4784
250960,202310,3489
250970,202310,25106
250980,202310,6661
250990,202310,6858
251000,202310,5923
251010,202310,7364
251020,202310,4664
251030,202310,2917
251040,202310,5314
251050,202310,3025
251060,202310,2746
251065,202310,1428
251070,202310,1967
251080,202310,57851
251090,202310,8788
251100,202310,2693
251110,202310,5163
251120,202310,22706
251130,202310,10334
251140,202310,12405
251150,202310,8520
251160,202310,6897
251170,202310,4913
251180,202310,7657
251190,202310,13785
251200,202310,13680
251203,202310,3520
251207,202310,3184
251210,202310,21944
251220,202310,3390
251230,202310,14232
251240,202310,11455
251250,202310,34459
251260,202310,1494
251270,202310,14285
251272,202310,3906
251274,202310,2587
251275,202310,4154
251276,202310,3950
251278,202310,1902
251280,202310,6934
251290,202310,18164
251300,202310,2490
251310,202310,8533
251315,202310,6168
251320,202310,4578
251330,202310,5186
251335,202310,3369
251340,202310,9745
251350,202310,3340
251360,202310,5361
251365,202310,2221
251370,202310,83269
251380,202310,3974
251385,202310,2163
251390,202310,22196
251392,202310,3028
251394,202310,2118
251396,202310,2116
251398,202310,2861
251400,202310,3458
251410,202310,3831
251420,202310,5644
251430,202310,4811
251440,202310,3188
251445,202310,4859
251450,202310,14058
251455,202310,2707
251460,202310,2927
251465,202310,1507
251470,202310,3374
251480,202310,2945
251490,202310,5432
251500,202310,5996
251510,202310,8575
251520,202310,2865
251530,202310,38675
251540,202310,9335
251550,202310,10070
251560,202310,1846
251570,202310,2788
251580,202310,5468
251590,202310,4187
251593,202310,3127
251597,202310,6410
251600,202310,18882
251610,202310,10248
251615,202310,3522
251620,202310,47644
251630,202310,12673
251640,202310,6249
251650,202310,11475
251660,202310,11249
251670,202310,12452
251675,202310,2367
251680,202310,7176
251690,202310,9815
251700,202310,6786
251710,202310,2179
251720,202310,3912
251740,202310,1958
260005,202310,73295
260010,202310,29672
260020,202310,16695
260030,202310,19941
260040,202310,19849
260050,202310,37768
260060,202310,11131
260070,202310,29175
260080,202310,16140
260090,202310,14560
260100,202310,8515
260105,202310,14565
260110,202310,66796
260120,202310,43740
260130,202310,8860
260140,202310,31734
260150,202310,8723
260160,202310,17688
260170,202310,55348
260180,202310,9869
260190,202310,44468
260200,202310,28914
260210,202310,33838
260220,202310,28414
260230,202310,30791
260240,202310,8766
260250,202310,6468
260260,202310,39569
260270,202310,11647
260280,202310,39772
260290,202310,126376
260300,202310,28555
260310,202310,16435
260320,202310,23296
260330,202310,7812
260340,202310,6026
260345,202310,84852
260350,202310,14470
260360,202310,6712
260370,202310,16466
260380,202310,15695
260390,202310,15239
260392,202310,12339
260400,202310,52977
260410,202310,226453
260415,202310,12875
260420,202310,28037
260430,202310,9263
260440,202310,10809
260450,202310,15800
260460,202310,17102
260470,202310,12791
260480,202310,10379
260490,202310,13363
260500,202310,16639
260510,202310,27902
260515,202310,12987
260520,202310,41157
260530,202310,29406
260540,202310,17342
260545,202310,475
260550,202310,9304
260560,202310,15807
260570,202310,23242
260580,202310,12016
260590,202310,16639
260600,202310,95522
260610,202310,22664
260620,202310,56486
260630,202310,6737
260640,202310,61225
260650,202310,16867
260660,202310,19901
260670,202310,6313
260680,202310,82104
260690,202310,9574
260700,202310,19075
260710,202310,3866
260720,202310,78205
260730,202310,25297
260740,202310,3882
260750,202310,21174
260760,202310,16650
260765,202310,25997
260770,202310,10693
260775,202310,17242
260780,202310,11878
260790,202310,373374
260795,202310,8682
260800,202310,14377
260805,202310,10845
260810,202310,19140
260820,202310,11428
260825,202310,9300
260830,202310,13498
260840,202310,11957
260845,202310,12884
260850,202310,14251
260860,202310,10451
260870,202310,11119
260875,202310,21388
260880,202310,31886
260890,202310,36532
260900,202310,17202
260910,202310,9519
260915,202310,15087
260920,202310,8270
260930,202310,13000
260940,202310,39723
260950,202310,21276
260960,202310,218110
260970,202310,15957
260980,202310,14194
260990,202310,50924
261000,202310,41542
261010,202310,5958
261020,202310,18781
261030,202310,12754
261040,202310,16315
261050,202310,21828
261060,202310,40430
261070,202310,186396
261080,202310,18040
261090,202310,49944
261100,202310,25933
261110,202310,236062
261120,202310,9909
261130,202310,19688
261140,202310,9452
261150,202310,14741
261153,202310,6163
261160,202310,643842
261170,202310,19196
261180,202310,25296
261190,202310,14927
261200,202310,8613
261210,202310,4912
261220,202310,43902
261230,202310,11646
261240,202310,15375
261245,202310,11372
261247,202310,9975
261250,202310,72685
261255,202310,12547
261260,202310,39980
261270,202310,12444
261280,202310,7757
261290,202310,7899
261300,202310,38929
261310,202310,26814
261320,202310,18137
261330,202310,15744
261340,202310,15428
261350,202310,27078
261360,202310,21978
261370,202310,71086
261380,202310,13227
261390,202310,55683
261400,202310,15310
261410,202310,26068
261420,202310,26109
261430,202310,11161
261440,202310,4482
261450,202310,42680
261460,202310,22663
261470,202310,10317
261480,202310,17559
261485,202310,17397
261500,202310,19089
261510,202310,5858
261520,202310,7503
261530,202310,38144
261540,202310,30368
261550,202310,10674
261560,202310,27173
261570,202310,10969
261580,202310,19420
261590,202310,7334
261600,202310,14639
261610,202310,7083
261618,202310,6826
261620,202310,14315
261630,202310,18619
261640,202310,94114
261650,202310,11135
270010,202310,15155
270020,202310,10571
270030,202310,112679
270040,202310,28695
270050,202310,13724
270060,202310,6364
270070,202310,14504
270080,202310,4245
270090,202310,5809
270100,202310,16543
270110,202310,8469
270120,202310,7532
270130,202310,13925
270135,202310,5120
270140,202310,22919
270150,202310,8797
270160,202310,15393
270170,202310,10021
270180,202310,7560
270190,202310,6057
270200,202310,8748
270210,202310,14332
270220,202310,4467
270230,202310,30053
270235,202310,20609
270240,202310,33891
270250,202310,8301
270255,202310,13398
270260,202310,18224
270270,202310,2910
270280,202310,9630
270290,202310,26868
270300,202310,11461
270310,202310,20154
270320,202310,17558
270330,202310,14479
270340,202310,4606
270350,202310,4570
270360,202310,8283
270370,202310,4491
270375,202310,8755
270380,202310,15811
270390,202310,3336
270400,202310,18426
270410,202310,15798
270420,202310,19589
270430,202310,450113
270440,202310,13572
270450,202310,23657
270460,202310,9359
270470,202310,35678
270480,202310,8486
270490,202310,2658
270500,202310,15494
270510,202310,17002
270520,202310,12117
270530,202310,4203
270540,202310,6458
270550,202310,18313
270560,202310,8102
270570,202310,14461
270580,202310,7103
270590,202310,4606
270600,202310,8903
270610,202310,10310
270620,202310,3903
270630,202310,48817
270640,202310,16838
270642,202310,8691
270644,202310,10601
270650,202310,10563
270660,202310,5201
270670,202310,45630
270680,202310,14486
270690,202310,27396
270700,202310,1815
270710,202310,18779
270720,202310,11223
270730,202310,18991
270740,202310,6791
270750,202310,15288
270760,202310,9670
270770,202310,65364
270780,202310,5387
270790,202310,5005
270800,202310,32767
270810,202310,9978
270820,202310,5120
270830,202310,13470
270840,202310,26535
270850,202310,22004
270860,202310,35841
270870,202310,7372
270880,202310,25648
270890,202310,10304
270895,202310,11112
270900,202310,4373
270910,202310,13774
270915,202310,28539
270920,202310,18590
270930,202310,45081
270940,202310,17333
280010,202310,1777
280020,202310,14001
280030,202310,250818
280040,202310,8630
280050,202310,13265
280060,202310,21199
280067,202310,18365
280070,202310,5912
280100,202310,12157
280110,202310,4219
280120,202310,23862
280130,202310,22352
280140,202310,14871
280150,202310,11067
280160,202310,3873
280170,202310,15123
280190,202310,3416
280200,202310,3597
280210,202310,47382
280220,202310,4586
280230,202310,11498
280240,202310,9238
280250,202310,2529
280260,202310,6045
280270,202310,7151
280280,202310,12377
280290,202310,59788
280300,202310,32206
280310,202310,3812
280320,202310,26237
280330,202310,12312
280340,202310,11888
280350,202310,74776
280360,202310,17632
280370,202310,5954
280380,202310,2984
280390,202310,10258
280400,202310,10664
280410,202310,8255
280420,202310,12358
280430,202310,5885
280440,202310,12219
280445,202310,6302
280450,202310,26982
280460,202310,17932
280470,202310,5021
280480,202310,132841
280490,202310,10791
280500,202310,2623
280510,202310,7644
280520,202310,4779
280530,202310,6418
280540,202310,24874
280550,202310,16709
280560,202310,21682
280570,202310,17754
280580,202310,16188
280590,202310,7034
280600,202310,11293
280610,202310,6964
280620,202310,16021
280630,202310,11489
280640,202310,6626
280650,202310,3331
280660,202310,8936
280670,202310,53496
280680,202310,7524
280690,202310,2631
280700,202310,3027
280710,202310,36090
280720,202310,6238
280730,202310,2869
280740,202310,40117
280750,202310,10384
280760,202310,19550
290010,202310,6779
290020,202310,15087
290030,202310,11121
290035,202310,11746
290040,202310,12241
290050,202310,7161
290060,202310,3643
290070,202310,100555
290080,202310,19728
290090,202310,4365
290100,202310,27617
290110,202310,15685
290115,202310,13010
290120,202310,17537
290130,202310,11529
290135,202310,11572
290140,202310,12125
290150,202310,7896
290160,202310,8617
290170,202310,9294
290180,202310,8532
290190,202310,12995
290195,202310,6732
290200,202310,12421
290205,202310,9772
290210,202310,39749
290220,202310,7760
290225,202310,6645
290230,202310,7513
290240,202310,10095
290250,202310,12171
290260,202310,13947
290265,202310,10301
290270,202310,39618
290280,202310,20393
290290,202310,31425
290300,202310,12136
290310,202310,4986
290320,202310,85184
290323,202310,11271
290327,202310,13038
290330,202310,5079
290340,202310,16091
290350,202310,14547
290360,202310,13719
290370,202310,12376
290380,202310,15314
290390,202310,47250
290395,202310,8787
290400,202310,11081
290405,202310,14122
290410,202310,16061
290420,202310,9080
290430,202310,9717
290440,202310,7699
290450,202310,10041
290460,202310,40291
290470,202310,12104
290475,202310,19844
290480,202310,4917
290485,202310,14250
290490,202310,23463
290500,202310,13792
290510,202310,9170
290515,202310,10320
290520,202310,37424
290530,202310,15070
290540,202310,11453
290550,202310,11598
290560,202310,17531
290570,202310,161080
290580,202310,25954
290590,202310,23218
290600,202310,57577
290610,202310,8154
290620,202310,18999
290630,202310,25136
290640,202310,6949
290650,202310,45926
290660,202310,10607
290670,202310,21259
290680,202310,32231
290682,202310,13654
290685,202310,8868
290687,202310,22010
290689,202310,8214
290690,202310,16101
290700,202310,7725
290710,202310,25245
290720,202310,59212
290730,202310,18598
290740,202310,3040
290750,202310,34464
290755,202310,6134
